caption,label
You know it’s good if that’s where the locals go!,somewhat_funny
"The title is ""What I did during my summer vacation.""",somewhat_funny
I don't think they're seeing the same movie we are.,somewhat_funny
I'm going into the forest 2 days a week now.,somewhat_funny
The plot is still one dimensional.,somewhat_funny
Any outlets down there?,somewhat_funny
Quick! Get the Swiss Army knife!,somewhat_funny
Can you explain this _ _ _  on your resume?,somewhat_funny
Just pretend they're wearing nothing but their underwear.,somewhat_funny
Call me Cheesemael,somewhat_funny
"Relax, lady. Ever occur to you that you give me the creeps as well?",somewhat_funny
I’m Phil from HR.  Did you use the word “breast stroke?,somewhat_funny
Dress for the squirrels you want.,somewhat_funny
What makes you so sure it's obvious that we're not locals?,somewhat_funny
Is the A.C. working in this joint? I’m melting over here.,somewhat_funny
"What do you mean,  'There's no escape?'",somewhat_funny
'Guess you howled at it once too often.',somewhat_funny
We all know our outgoing chairperson was a fish out of water,somewhat_funny
"To meet our quarterly budget, I propose we discontinue flood insurance.",somewhat_funny
At least you’re safe during the dinner rush.,somewhat_funny
"I scream, you scream, the voices scream...",somewhat_funny
"It’s okay, it’s just the Swiss, they’re neutral.",somewhat_funny
that motherfucker is NOT real,somewhat_funny
I love the extra leg-leg-leg room.,somewhat_funny
They're all really excited to hear the gnus update.,somewhat_funny
I wouldn’t characterize it so much as brain fog…it’s more like brain freeze,somewhat_funny
It appears that the janitor was here again last night.,somewhat_funny
It's part of the Adam Smith Collection at Toys R Us.,somewhat_funny
Is it the heat or are you just excited to see me?,somewhat_funny
Don't be nervous. They already ate lunch.,somewhat_funny
Sorry if I’m bugging you,somewhat_funny
"What do you mean by ""colonize the airlines?""",somewhat_funny
"Whatever they call it, it's better than Pickleball.",somewhat_funny
I’m not familiar with this abridged version.,somewhat_funny
"When I said we will bribe the baby to sleep, I had something different in mind",somewhat_funny
"Of all the downsides to climate change, one I did not foresee is premature popping!!",somewhat_funny
My friend will be back any minute.,somewhat_funny
They changed high noon to high tea and it's all been downhill from there.,somewhat_funny
Will you quit calling me 'Pops'!,somewhat_funny
"Relax, you are the ""after"" dinner speaker.",somewhat_funny
"It’s going to be an upstream battle, but we have to reel in these phishing attacks before they sink us. Who’s ready to dive in?",somewhat_funny
You're a Stones fan! We get it!,somewhat_funny
I gave my master the look… that’s where his T-bone steak went…,not_funny
"It's in the fridge, three straight ahead, two to the left and one back.",not_funny
"First, Cowboys and Indians, then Spaghetti Westerns, now we have Meatball Showdowns.",not_funny
SINCE GLOBAL WARMING KICKED IN I CAN'T SEEM TO GET ENOUGH FLUIDS!,not_funny
"So this article is very interesting, it says Epstein didn't kill himself... wait, where's Shelly?",not_funny
If it goes boom will they make a movie about me,not_funny
All my zoom meetings are from the waist up.,not_funny
"You know, I think I like your idea of 'my way or the highway'.",not_funny
Could I get some Ice please? I need to cool down!,not_funny
"The more strokes, the better your rate.",not_funny
Slice to meet you.,not_funny
Guess which one of us lives in a shark proof world.,not_funny
I hired an Italian designer for my new pad.,not_funny
Yes!  Now the perfect Martini!,not_funny
I’m literally drowning in emails right now,not_funny
You can do this. Just read the words and imagine they're all hairless.,not_funny
Has the 3:30 bus gone through yet?,not_funny
"The fault, dear Brutus, lies in our stars not in ourselves.",not_funny
I think this might be why they now call it the 'mild west' instead of the 'wild west.',not_funny
You seem to have all the angles covered.,not_funny
Congestion pricing certainly reduced the traffic.,not_funny
I know what I want to eat tonight!,not_funny
"Atlas? Oh sure, he said he'd carry me, but look where I wound up.",not_funny
"I wish you'd stop popping off about global warming!  Dominic Martelli, Sicklerville, N. J.",not_funny
Hey! Keep it down or else I’m going to quit smoking!,not_funny
If we each stay in our own lane I think this marriage will survive.,not_funny
Dress for the part if you want to avoid the chop shop,not_funny
"Honey, you can't hide your those lion eyes",not_funny
"My doctor suggested I take up swimming, you know, for my heart.",not_funny
Buy it quickly before Trump grabs it.,not_funny
"Yeah, I wrote that saying ""Pizza - Pizza"" you hear in that commercial ya see on TV! And - I got a piece of the action!""",not_funny
There's only one line I'm worried about and it's not top or bottom.,not_funny
It cracks me up how they think Global Warming is what we should worry about.,not_funny
"As if things weren’t bad enough already, they then  went ahead and invented the combustion engine!",not_funny
I'm having a BOGO today,not_funny
"When you fired me, you told me to 'do the math.' Well, here's the math.",not_funny
It plays that ABBA song you like.,not_funny
"I used to love flying, but now the airlines are just a bunch of bloodsuckers!",not_funny
They don't even wait for the food to start rotting,not_funny
"Well, we call them cubicles and instead of cheese we have coffee in pods, but no, we never learn to do anything faster.",not_funny
"I told you, you have to wait for the weekend to pop off",not_funny
Come on over to my pad - it's hoppy hour.,not_funny
All those billionaires destroyed the Dog Star.,not_funny
"Fortunately for you, it’s not a high profile position.",not_funny
"They’re going to eat me alive, Jim.",not_funny
Seagulls - they’re just flying rats.,not_funny
So how is that new Kafka short story working for you?,not_funny
It seems a fly flew by...,not_funny
I have been doing this for 30 years and still can't find my way out.,not_funny
"In this market, I'm just trying to stay above water",not_funny
"Well, technically speaking the moon is still there even in an eclipse. So I say let’s go ahead and bay.",not_funny
May I horn in?,not_funny
Did you bring my chalk?,not_funny
"Randall, was it?",not_funny
Hey! Whadya know. My ear popped and I can hear again!,not_funny
"In my experience, the spot grows bigger and bigger until it covers the sky, and then the migraine begins.",not_funny
"C'mon, they won't bite.",not_funny
They suffered fwom wickets as childwen.,not_funny
They allready have dessert.,not_funny
"Just look 'em in the eye and knock 'em dead, kid!",not_funny
I just can't break into Big Time Tennis with my soft-serve background!,not_funny
"It's a solid line is our bedroom, so you'll stay in your lane....if you know what I mean.",not_funny
...or perhaps you'd like to see the gerbils?,not_funny
I'm opening the air hatch if this thing goes down,not_funny
"They wanted cone heads,not ice cream cone heads.",not_funny
"And I told him 'how dare you offer me that American cheddar garbage?' I'm from the suburbs, not the subway, and I only eat aged gouda.",not_funny
"This fella, Perfesser Hill, came by and now the whole town's playing.",not_funny
It's Pride week. Just be yourself!,not_funny
"I've hired these undocumented immigrants to do my job, so I can relax and enjoy the summer",not_funny
Hey! Keep it down.  We're dying up here.,not_funny
"If I'd have known gun control was this fun, I'd have voted for it a lot sooner.",not_funny
Day after day it's the same old rat race.,not_funny
"I’m sorry, but no one seems to be hiring saintly people.",not_funny
All that saturated fat’s gonna kill ‘em.,not_funny
"Vacation in Arizona,"" you said. "" It will be relaxing,"" you said",not_funny
Racoons with wings,not_funny
Just don’t ask me to untie it.,not_funny
It’s the race route for the Gerrymander 5K,not_funny
Just remember to see them in their underwear.,not_funny
Can you believe she called me a softy?,not_funny
"Wow, we really look like ants from up here!",not_funny
Pretty ridiculous my boss is urging the company to end our company’s work from home policy.,not_funny
Do you know anything by anyone other than The Grateful Dead?,not_funny
"Goy me, I'm lost too.",not_funny
I mean it this time. I just have to send one more email,not_funny
Don't point that thing at me.,not_funny
I’m gonna need more ice.,not_funny
OK!  Now for the balance sheet.,not_funny
Guaranteed abandoned by Millennials after the pandemic ended,not_funny
"Is this light beer? The whole ""weight of the world"" thing is really starting to bother me.",not_funny
You said we were going to Tulsa—this doesn’t look like Tulsa!,not_funny
Cow cookie croquet is not as fun as I thought it would be. I'm thinking my next invention will be called pickleball.,not_funny
"Swim lanes are my swim lane, Johnson. Stay in yours.",not_funny
I got spruced up when I heard about the trunk sale,not_funny
"With 3D, I know what I see, but what do ‘they’ see?",not_funny
There!  I replaced the Crypto Mobile . . . are you happy?,not_funny
Is he going to put his shoes back on?,not_funny
"Its auction value depends on how skillfully we mention, without endorsing,  its UFO provenance.",not_funny
"No, you are not exempt from coming to work naked...",not_funny
"For THIS, I paid for extra legroom?",not_funny
"Don't worry, I tested for petanyl",not_funny
"Sometimes I lose myself in the stars, pondering the existential wonders of space, theorizing the answers to life's greatest questio....IT'S A BALL!",not_funny
They used a swamp boat to deliver it.,not_funny
"No, I couldn’t find the cheese either.",not_funny
"Oh, I ordered a prince and they delivered this pizza.",not_funny
I'm a pizzaterian,not_funny
...that's what they call us!,not_funny
"Well,I do bring a different perspective to the table.",not_funny
"More like 'grim cheaper.' Get some lessons, neighbor!",not_funny
And I thought I was all wet.,not_funny
How can you be so relaxed?,not_funny
On Zoom my boss only sees my top half.,not_funny
Listen! I just had the best idea- Listen! I just had the best idea-,not_funny
I can't wait to cut that cheese!,not_funny
„I have a sketchy past“,not_funny
"Until your pronouns are approved, you're welcome to stick around.",not_funny
It's affordable and portable,not_funny
You complain to much.  I can see right you.,not_funny
I was going to ask you the same question.,not_funny
"The people down there look like insects.""",not_funny
...and your retirement fund?,not_funny
"Sorry, but we’re looking for someone with more substance to fill the role.",not_funny
It's coming back right?,not_funny
"Only the ""Blue/Red"" people get all the news but the blinking from one to the other must be exhausting.",not_funny
"Hey,kid,you know with climate change it no longer rains cats and dogs,but that don't mean you can't find 'em if you know where to look.",not_funny
“Ant on a plane - reading a book - definitely the most Family sequel EVER!”  “It could much worse. Illiterate snakes!”  “Did you pay for the extra leg-room?”  “We must be in the antmosphere now?,not_funny
"Well, once again our Plankton Chips were dead last in the crispy snack category. I don't want to point fingers, but I think it's clear that this is a Marketing failure.",not_funny
"if i cant keep up, what hope does anyone else have?",not_funny
We would never…,not_funny
I’m John and I’m here to renew your health club membership.,not_funny
"Hey George, thought you were dead!",not_funny
The boss is always barking about something.,not_funny
Lot's of Republican's tonight.,not_funny
"Take a guess: Hunter Biden, Bob Dylan, or my first grade son.",not_funny
"Just 5 ore minutes, please?",not_funny
Pfffft... Tourists.,not_funny
Uh-huh…don’t be so stereotypical!,not_funny
Which is the dark side?,not_funny
Your experience is a little thin for the job.,not_funny
I think this trial separation will help us see the forest.,not_funny
"It was certainly quieter when he played  with his scythe” Jeff Manly Toronto, On",not_funny
I knew I should have upgraded to first class.  ( said by the creature),not_funny
"There is no dark side of the moon really. Matter of fact, it's all dark.",not_funny
I wish Atlas hadn’t gone into the moving business.,not_funny
"I haven't been this excited since I saw ""Watch On the Rind.""",not_funny
"All my ice melted. Gimme another double, all rocks.",not_funny
We all have to start thinking outside the bowl.,not_funny
Flying ant day!,not_funny
"Based on my calculations,your family assets are completely underwater.  I suggest you liquidate all dry powder immediately.",not_funny
This job requires compassion ... and you have no heart,not_funny
Sounds Corny but electric cars don't emit this annoying exhaust.,not_funny
I meant do you know any greatful dead!,not_funny
Wait…where’d the ball go?!!,not_funny
It makes my pool membership deductible.,not_funny
Just imagine them with horns.,not_funny
"So I say, ""Ok mother, but a little nurture wouldn't hurt""",not_funny
I FIGURE YOU JUST MIGHT STICK HERE,not_funny
"If you don't like my tie, I'll be leafing.",not_funny
I see uncle Joe just popped up this morning,not_funny
Really? Well it was YOU that wanted to be close to fast food.,not_funny
"Well, at least we have good air quali— oh wait, never mind.",not_funny
Let’s just say that the details are a bit sketchy.,not_funny
This is all underwater,not_funny
I've seen this before. Just give it a minute.,not_funny
Eureka! I discovered why the glass is half empty!,not_funny
"I thought the first version of Planet of The Apes would have tipped you people off, but Nooooooooo.",not_funny
Now I can be eligible for a health insurance discount.,not_funny
When can I get my depression licked?,not_funny
Why would you even think of jumping to Mattel?  Etch A Sketch made you.,not_funny
I’m glad you found me! Those other rooms weren’t helping my creativity,not_funny
One way to reduce the staff could be to pull the plug,not_funny
People look like ants from up here… no offense.,not_funny
Just figured out where I left my retainer!,not_funny
It’s never too early to set financial goals.,not_funny
I think you'll fit in nicely.,not_funny
Do you know St. Stephen ?,not_funny
She said our sex life was becoming too vanilla.,not_funny
He said he's in private equity but his passion is electronic music.,not_funny
"Don’t worry, you’ll have them eating out of the palm of your hand.",not_funny
"Hey buddy, want a deal, well dog gone it, these are the cat's meow",not_funny
I'm seeing red.,not_funny
They told me people will look like ants.,not_funny
These talking points are red meat for the base.,not_funny
Overreact much? First time seeing an ant in the Bookworm class?,not_funny
It was either this or handguns.,not_funny
Unfetched balls end up there.,not_funny
"Honey, I didn't sign up to have a nepo baby!",not_funny
"I would have brought a resume with me, but I like to stick to the bare bones.  Go figure.",not_funny
I think speed dating is the root of all evil.,not_funny
Watch out--I heard this what really happened to the Titanic.,not_funny
I have no idea what it means but it could sell like a Pollock!,not_funny
"Well, Sal, mine's bigger because I live in a goddamn bowl.",not_funny
"I swear to God Bernie, if you play Metallica one more time, I’m gonna jump!",not_funny
"The garbage at the beach is great, but those darn seagulls take all the best stuff.",not_funny
I kept telling him all that time on the horse would pay off in retirement.,not_funny
It's a trial separation.,not_funny
"You don’t know how lonely I am, not a easy job",not_funny
Jim! It's been forever!,not_funny
"For the purposes of your claim, on what date did your toilet start overflowing?",not_funny
"Sorry, we're looking for a well-rounded person.",not_funny
It's working so far. Shall we consider a crosswalk?,not_funny
The screaming has finally taken its toll.,not_funny
I’ve got the spins.,not_funny
I think they are eating it up!,not_funny
Rodeo took more balls.”,not_funny
"I don't know about you, but I'm thinking Trojan horse here.",not_funny
It’s time to tell my comeback story…Refinding Nemo,not_funny
She cheated on me with Uranus!?,not_funny
"Brand new!-Got'em on ""freshpet.com""",not_funny
It's the gateway to Italy.,not_funny
I guess the other guys are watching the gunfight at O. K.Corral,not_funny
Do you know what the Wi-Fi password is?,not_funny
Just imagine them all without fur.,not_funny
We're early investors.,not_funny
Flying really bugs me.,not_funny
I'm not too impressed with these figures.,not_funny
It's about your cholesterol.,not_funny
"What do you mean, too skinny?!  I’m your perfect androgynous model for your fall unisex line. I have a cousin perfect for the fat line.",not_funny
What a shot! No one will ever misremember the name Davy Croquet,not_funny
Enough of the ‘Stairway to Heaven’ riff!,not_funny
Duels just ain't what they used to be.,not_funny
"You think I am crazy Rupert,  But I tell you, that black hole is not your mother",not_funny
"'You promised, when you hired you, to work at 60 frames per second. So far, all I have seen is a mere 12 frames per second.'",not_funny
No kid of mine is investing in bitcoin,not_funny
American Politics.  See it as you wish.,not_funny
"Lincoln was wrong, it’s you I can’t stand.",not_funny
I'm rebranding as a pop-up pet store.,not_funny
I think I see your dad from up here,not_funny
Stand down. There are no royalties due to you from that whole cheese moving incident.,not_funny
"How gauche, that's yesterday pickings.",not_funny
"Sure I’m lost, but I defy any AI program to replicate it",not_funny
Enough with the music already.  You're killin' me!,not_funny
"Tag, who's it?",not_funny
I drink because of childhood trauma. Let's just say he had the whole world in his hands.,not_funny
Monaco Grand Prix,not_funny
this beach is no longer as exclusive as it was many years ago. we shouldn't come back here again next year,not_funny
You seem a bit robotic in your responses.,not_funny
My anxiety has gotten so bad that I don't feel at all jumpy.,not_funny
A rat stole a slice.,not_funny
I've discovered that howling does not fill the void.,not_funny
"Every family tree had it's eccentric, but not every eccentric was like Jerry.",not_funny
"Well, shootout at the Croquet Corral sounded exciting.",not_funny
Publicists? Worth every penny!,not_funny
"This town ain't big enough for two croo-ked masters""",not_funny
Sing or you’re their supper,not_funny
How did you slip past security?,not_funny
"And pocket doggies, too",not_funny
"I have a backup of all my files, just in case.",not_funny
"True, I did sign the University's diversity, equity and inclusion pledge",not_funny
"Fortunately, we reject all applicants who are well-rounded.",not_funny
"Sorry, I ate the cheese.",not_funny
"I use to be hard-headed, full on Rocky Road...",not_funny
"That,they say,is where all your favorite tennis balls disappear to.",not_funny
I am a big softy so chocolate coat it.”,not_funny
Two for one ended.,not_funny
"How about somehting other thanStairway to Heaven"", just once!",not_funny
"Yes, our HR policy says I can work from anywhere, but we have to be dressed for work when we’re on Teams or Zoom meetings.",not_funny
I’m working on a formula that calculates the shelf life of classified documents housed in boxes filled with golf shirts and newspaper clippings stored between a shower and toilet in a social club located at sea level surrounded by water.,not_funny
"Quick, Franklin, what’s 6 x 7 again?",not_funny
"From up here everyone looks like.....oh, never mind!",not_funny
You don't even need to pretend they're all naked.,not_funny
do you really think it would be fair to the others if we allowed you to use GPS?,not_funny
Stop showing off. I could make popcorn too if I wanted to.,not_funny
Just pretend their grasses.,not_funny
It can't be last call.,not_funny
"Yes, I started on “As the World Turns” years ago but the network did didn’t renew my contract.  It’s earth-shattering really.",not_funny
No 'snakes on plane' to worry about--but I might have gotten a little carried away.,not_funny
"To do this less awkward, follow me and just pretend we are playing some Greek drama. I am Ariadne adapted in a mice version.",not_funny
I found the the eraser!,not_funny
I've decided to order the ham and cheese.,not_funny
I just feel so flat,not_funny
I thought that was only metaphorical,not_funny
"Ya, so this guy came up to me and said, 'I really like that lilly pad.  I'll trade you straight across for my lilly pizza.'  So I took it.  It's delicious!",not_funny
Do you have any idea how to get through this grant application?,not_funny
"Turns out ""bargain sized"" is not a bargain.",not_funny
"Really,I can be whoever you need me to be.",not_funny
I'm not sure I like this popcorn diet.,not_funny
Maybe all those years of howling was for nothing after all.,not_funny
I think you need a couple zeros!,not_funny
"You keep saying you are there ""for position only,"" but what does that mean?",not_funny
I was tired of looking at the world through rose-colored glasses.,not_funny
"The only clue I can give is, Limburger.",not_funny
I don’t think this is what the lawyers meant when they said we should divide our assets.,not_funny
Getta load of these country vermin!  Where's their dignity?,not_funny
Think about it. Wouldn’t you rather be up here than down there?,not_funny
"Even though we’re hooked on your ideas, we have to scale back and let you go.",not_funny
"Lions don't know from homophones. Cut the ""Pray, Pray, Pray"" section.",not_funny
I'm just underwater at work,not_funny
She says I always give her a headache,not_funny
I finally made it happen.,not_funny
Let me take a look at that.,not_funny
"I always thought that 'we travel the road together' from our vows was meant to be metaphorical, Geoffrey.",not_funny
"Yes, of course I love science fiction. I just . . .",not_funny
"Of course I’ve thought about taking it off. But who am I, then?",not_funny
I love Kafka. Read him in college.,not_funny
Don’t need wire hoops here in horse country.,not_funny
There’s a meat and greet after. So break a leg out there!,not_funny
"Why does your fried-egg rug have eyelashes, Doc?",not_funny
I think it's pretty obvious we're in a real estate bubble again.,not_funny
These guys have never learned how to relax.,not_funny
"Unfortunately, the advertisement was for a ‘six figure’ position.",not_funny
"If we say it differently, they'll see it differently.",not_funny
Ok.  Ok.  You're killing me!,not_funny
It calculates the half life of chalk.,not_funny
Cheese Louise! It's extra sharp!,not_funny
My boss told me it's time to get back to lapping the competition.,not_funny
We need to talk about your weight loss.,not_funny
Quick - it’s getting away!,not_funny
"Unfortunately we do have to thin out some redundancies to make room for growth. I do apologize, Darryl.",not_funny
"How many times do I have to tell you, 'Dem Bones gonna rise again' doesn't work as heavy metal?",not_funny
I really think that remote working can be more productive than going to the office 5 days a week.,not_funny
I'm glad we could start off with a clean slate.,not_funny
It's the humidity that gets ya,not_funny
Welcome back to the office.  There's a cheese box in your cubicle.,not_funny
I just like doing laptops in the data pool.,not_funny
"I'm telling you, this veganism diet is incredibly researched. They'll love it.",not_funny
Being named Mr. Softee doesn't attract women. AND I'm lactose intolerant.,not_funny
Sometimes I'd like to be the little spoon.,not_funny
Oh it’s… just a background…,not_funny
When did they diagnose your Popper’s Disease,not_funny
Our numbers are gonna flush us down the toilet and our stock is absolutely tanking.,not_funny
"EVERYONE hip is moving to Austin, you said.",not_funny
"I prefer the beach, where at least I can get a little salt and oil.",not_funny
Don't tell me!  Elon Musk wants all his X's back!,not_funny
Trust me. I know it. I can feel it. The world is going to hell.,not_funny
Resist any urge to crowd surf,not_funny
Don’t jump for treats if they throw them up there.,not_funny
"Yes, you're here, just as I figured!",not_funny
I guess this is work from home at work for me…am I right?,not_funny
You ever think Manifest Destiny warn’t such a great idea?,not_funny
OK you can tell them your name,not_funny
I'm only talking to you until my smartphone goes off. Then I'll have to explain to the caller that I'm at the movies and can't talk.,not_funny
I find this heat explosive!,not_funny
"No, you don’t get to be first author.",not_funny
"I wanted to stay cool, but then the climate change heat hit.",not_funny
MyGod! He just ate the guy in the middle seat.,not_funny
"I got the Combo.  Pepperoni, worms and flies.",not_funny
I have such a vanilla existence.,not_funny
"I feel guilty…” “No worries, you could still be a guilty pleasure.",not_funny
I think we put on too much sun tan oil.,not_funny
Something plus something times something divided something equals I need more blackboard,not_funny
"Genuine Gucci, Prada, Fendi Puppies and Kitties. No knock-offs, the real McCoys",not_funny
Let him know early on that this will always be just beyond his reach.,not_funny
"Or if dopamine is your drug of choice, I also have these fresh puppies and kittens!",not_funny
I'm doing a Sopranos rewatch.,not_funny
"I know this seems like a vanilla issue,but inside I'm all swirl.",not_funny
"The solution is far more inclusive on a blackboard, don't you think?",not_funny
Did X refer you?,not_funny
Life on a college campus has its perks.,not_funny
I think Einstein was right. E does equal MC squared.,not_funny
"Your resume is impressive, but ""Hangman"" isn't really Puzzles & Games material.",not_funny
One man’s spam is another man’s headline.,not_funny
Do we have enough crackers?,not_funny
"As you can see from these numbers, we’re doing swimmingly.",not_funny
Do you have any beer?,not_funny
"I tell you, first they suck you dry, then they pump you full of gas and light a match…what are you gonna do?",not_funny
Small-pond thinking doesn't cut it around here.,not_funny
"Oh, I'm writing a piece on how to get relief from itchy wool pants.",not_funny
"Yes, King, somewhere out there in the vast universe there is a planet where the daily currency is belly rubs.",not_funny
Go on...you'll be fine! Identity politics is not a thing with this crowd.,not_funny
Perhaps we should map out a route for the rest of the trip.,not_funny
Life handed us a road. Let's make a lemonade stand.,not_funny
"I'm more productive this way, I don't have to take a bathroom break!",not_funny
I dream that everyone is buying sprinkles.,not_funny
"I cracked Einstein's code!  If E = mc2, then F = mc3, and  G = mc4 and so on!   Julie Hodson Niawithjulie@gmail.com",not_funny
We need to make a big splash.,not_funny
"I guess, deep down, I really just am Mister Softie",not_funny
The Slab is going to sink if you desire out of your greed,not_funny
"My twin--oh, Venus! We're on the same orbit but how come we're not able to hang out?",not_funny
Next we'll gert the iceberg lettuce.,not_funny
There’s nothing like a swamp in midtown Manhattan.”,not_funny
"Don't they know the key to the middle class is the dumpster behind Trader Joes""?",not_funny
"I’ve got Xanax, Wellbutrin, Adderall, and Ozempic. No returns! Go to the nearest  ASPCA if your dosage is wrong.",not_funny
Some people can't get that I'm both cold and sweet,not_funny
"Not everything about COVID lockdown was bad, eh?",not_funny
It can also function as an undependable frisbee.,not_funny
Just imagine they’re all in their underwear… and declawed.,not_funny
"I have cute or criminal, take your pick",not_funny
I have to admit that 1-D is more comfortable.,not_funny
This restaurant has the freshest fish in town.,not_funny
We’re looking for someone more developed.,not_funny
"My therapist says to ignore them, but what if I really am flat?",not_funny
Not as excitin' as I thought it would be.,not_funny
"Come on guys, it's just another whale in camouflage",not_funny
"Wow, the giant ants down there look like regular ants!",not_funny
What's next--they neuter us?,not_funny
We're finally within the DoorDash radius.,not_funny
Headquarters believes it will make audits less stressful.,not_funny
So...I understand you'd like to stick it to the man?,not_funny
Who’s going to tell them that this is not how the West was won?,not_funny
I call it my dark bark hole.,not_funny
We fly economy but the Queen's in business.,not_funny
"This is our top of the line buddy jacket featuring our ultra-cozy, temperature controlled safety pockets with automatic treat dispensers.",not_funny
A pizza floats better than a lily pad,not_funny
For a minute there I thought this was a stick up.,not_funny
Would you stop playing just dirges?,not_funny
Put on your big boy pants and run the damn maze.,not_funny
Hello. My name is Sheila and I'll be your guide today.,not_funny
This should be easier than bagging the ham-berg,not_funny
"this week's stuff is puuuure pup""",not_funny
"It's nice that you want to make our little bundle of joy a titan of industry, but did you have to lay out $750 for this bit of inspiration?",not_funny
Next week they'll play pickleball.,not_funny
Let's trade them a beer for some falafel.,not_funny
This is a heck of a time to be lactose intolerant.,not_funny
I also think it is an empty food dish.,not_funny
"Sorry, I only deal with liquidity issues.",not_funny
Nightfall's Comedy Gazelles Shine Under Gotham's Gaze,not_funny
Sorry but I don’t date frequent flyers.,not_funny
The cookbook comes extra,not_funny
Great. Another day at the beach ruined by filthy scavengers.,not_funny
"The flash may be sublime,but will the A-bomb have more meaning in 3-D?",not_funny
"I am drowning in work lately, came here to make things literal.",not_funny
I'll pay YOU to take them-I spend most of my waking hours scratching certain parts of my anatomy.,not_funny
Stanford mascot tryouts are next week.,not_funny
Are you farting or popping?,not_funny
"OMG, there’s an army of them coming on!",not_funny
It be so hot my kernels are poppin.,not_funny
Do you mind if I use the armrest?,not_funny
It keeps you warm AND cuddly.,not_funny
"His music is so haunting, it's as if I'm standing at his door!",not_funny
Don't dawdle.  Just tell them the theater is on fire and then run like hell.,not_funny
I'd totally share this with you but I'm waiting for my thin and crispy to entice a deep dish kiss.,not_funny
I have finally finished the Barbie movie,not_funny
"Martha,I think you may have overdone those face fillers!",not_funny
Your haunting melody is interfering with my sleep.,not_funny
"But the list says Gorgonzla, not Swiss!",not_funny
You sure stick to your figures.,not_funny
On the contrary: We’d like you to stick around.,not_funny
Bigger glass please - don’t you know we’re running out of potable water?,not_funny
"Don't worry, they know the buffalo is speaking next",not_funny
I have only one question. How did you write so high on the wall?,not_funny
Not only is this drink flat …,not_funny
"Don't worry it's dinner and a show, and they've already had dinner.",not_funny
"Carrots, think carrots.",not_funny
"I’ve been having this recurring nightmare: I scream, you scream, we all scream.",not_funny
You’re gonna need thicker skin for this role.,not_funny
Their flakes and granules are the best in town.”,not_funny
"Technically, I'm on a working vacation.",not_funny
"""...and then there's Gelato!""",not_funny
"No, I don't want to go to the movies.",not_funny
"I recommend you change your diet""",not_funny
If she's going to be a special prosecutor she needs to learn how to follow the money.,not_funny
"Look, The white trash has arrived!",not_funny
"Hey, man, the Dead  are soooo last century! Can you keep the volume down?",not_funny
"Just tell them once you learned to walk upright, then read and write, their attention today has filled you with pride",not_funny
Here at Slim Soon we have a program for everyone. You got here just in time to save 10% on our  Quick Start Program,not_funny
We've been trying to reach you concerning your cars warranty.,not_funny
Let me just send this last email.,not_funny
Can you help me find Williston in 23C?,not_funny
Reach high!,not_funny
Why toss a disc no dog can chase?,not_funny
From carnival fish toss to CFO: Chief Fish Officer.,not_funny
Do you have any experience as an art model?,not_funny
Death metal sucks!,not_funny
El Paso is amaizeing!,not_funny
Do you ever get a creepy feeling like you're in an episode of 'The Twilight Zone'?,not_funny
I’m a freak in the spreadsheets,not_funny
It’s called “paid time away”,not_funny
"It's much worse than awareness, AI has developed a sense of humor.",not_funny
I don’t care how good you think your speech is!,not_funny
"You spent the whole vacation writing a song, and it’s okay. You just can’t use the title “Subterranean Homesick Blues”.",not_funny
I did not mean to be insulting when I said they all looked like ants.,not_funny
I’m not getting a howling vibe. But you do you.,not_funny
I swear if you keep playing all night you are going to be death to me.,not_funny
"Don't look now, but William Shatner is on the wing",not_funny
"When you get your PHD, THEN I'll go in and you can watch.",not_funny
"Well, I think it makes me look more professional.",not_funny
Because I got tired of you plain pizza.,not_funny
Our drug warnings turned out to be true,not_funny
I thought they fumigate before each flight,not_funny
Who says you can’t have your pad and eat it too?,not_funny
Where’s Matt Damon when you need him?,not_funny
I thought we should start with cash and leave derivatives until pre-school,not_funny
"Whadaya mean, ‘the students hid all the erasers?!’",not_funny
"Please tell me you're an Air Marshal and really, really undercover.",not_funny
And so the subject has become the scientist,not_funny
look at the gull family teaching their young how to find food,not_funny
‘If silent disco - why not silent work? .’,not_funny
We cannot reveal to the study subjects whether they are in the real or the metaphorical rat race.,not_funny
Wait -- it could be a dupe.,not_funny
These outfits really pop,not_funny
Is Elon Musk at it again?,not_funny
Definitely Barbie then Oppenheimer.,not_funny
Now seems like as good a time as any to tell you I've been seeing someone else.,not_funny
"I didn't have a yellow ribbon, so this was the best I could do last minute.",not_funny
The topping isn't for everyone.,not_funny
"Well, being a vegan, I just really don't have the incentive.",not_funny
Couple of rows back.  I think it's Waldo!,not_funny
Is it scalable?,not_funny
"The necktie says, ""Save that tree because it's fashionably arboreus.""",not_funny
"It says here, 'Historic Route 66 lumbers scenically through the countryside, until the damn Johnsons tossed up a bungalow just outside of town.' We're famous!",not_funny
"Do you want a slice, some human  gave it to me it’s not that bad.",not_funny
Just trying to take my water-cooler conversations to a whole new level,not_funny
Surrounded by vainglory,not_funny
When will you tell your wife about us?,not_funny
"Sir, the 'cone head' seems childish, and shows no respect for your bald doctor.",not_funny
I agree that the double yellow was a bit harsh.,not_funny
Sorry… (pant)… I was in a rush,not_funny
I feel like we need to flesh you out a bit as a character,not_funny
What? the prize is us?,not_funny
Don't you hate being reminded of work?,not_funny
