AllPunc,Linguistic,function,verb,BigWords,pronoun,Dic,det,Analytic,ppron,Period,auxverb,WPS,Authentic,prep,WC,Social,Cognition,Perception,allure,cogproc,article,focuspresent,Clout,ipron,i,adverb,adj,socrefs,Apostro,label,mean
8.33,75.0,58.33,16.67,25.0,25.0,83.33,33.33,1.0,16.67,8.33,8.33,12.0,89.39,0.0,12,0.0,16.67,8.33,25.0,8.33,0.0,16.67,1.0,8.33,16.67,8.33,8.33,0.0,0.0,somewhat_funny,1.4878306878306875
8.33,83.33,66.67,33.33,8.33,16.67,100.0,16.67,2.87,16.67,8.33,16.67,12.0,1.0,8.33,12,25.0,16.67,0.0,8.33,16.67,0.0,8.33,99.0,0.0,0.0,8.33,8.33,16.67,0.0,somewhat_funny,1.3057851239669422
23.08,76.92,69.23,23.08,23.08,38.46,100.0,23.08,1.0,15.38,7.69,23.08,13.0,98.89,7.69,13,7.69,15.38,0.0,7.69,15.38,0.0,23.08,7.93,23.08,15.38,15.38,7.69,7.69,15.38,somewhat_funny,1.44316807738815
7.69,69.23,61.54,7.69,7.69,23.08,84.62,30.77,53.56,23.08,7.69,0.0,13.0,1.0,0.0,13,23.08,15.38,7.69,0.0,15.38,23.08,0.0,40.06,0.0,7.69,0.0,0.0,15.38,0.0,somewhat_funny,1.3694267515923566
14.29,71.43,42.86,14.29,14.29,0.0,100.0,28.57,99.0,0.0,14.29,0.0,7.0,97.09,0.0,7,14.29,28.57,0.0,28.57,14.29,28.57,0.0,97.11,0.0,0.0,14.29,14.29,14.29,0.0,somewhat_funny,1.423728813559322
27.27,81.82,63.64,27.27,0.0,27.27,100.0,0.0,1.5,27.27,9.09,18.18,11.0,99.0,18.18,11,0.0,0.0,18.18,9.09,0.0,0.0,9.09,1.0,0.0,27.27,9.09,9.09,0.0,18.18,somewhat_funny,1.3957894736842105
0.0,100.0,75.0,25.0,0.0,8.33,100.0,8.33,26.1,0.0,0.0,16.67,12.0,39.59,25.0,12,0.0,16.67,8.33,0.0,16.67,8.33,8.33,1.0,8.33,0.0,8.33,16.67,0.0,0.0,somewhat_funny,1.3032786885245902
14.29,71.43,42.86,28.57,14.29,14.29,100.0,28.57,99.0,14.29,0.0,0.0,7.0,24.32,14.29,7,14.29,0.0,14.29,28.57,0.0,14.29,0.0,40.06,0.0,14.29,0.0,0.0,14.29,0.0,somewhat_funny,1.3766233766233766
18.18,81.82,54.55,36.36,9.09,36.36,100.0,9.09,1.5,27.27,9.09,18.18,5.5,99.0,9.09,11,27.27,9.09,36.36,18.18,9.09,0.0,27.27,99.0,9.09,9.09,0.0,9.09,18.18,0.0,somewhat_funny,1.3006993006993006
25.0,75.0,50.0,25.0,25.0,25.0,75.0,25.0,89.52,25.0,0.0,0.0,4.0,1.0,0.0,4,25.0,25.0,0.0,25.0,25.0,25.0,0.0,99.0,0.0,0.0,0.0,0.0,25.0,0.0,somewhat_funny,1.436265709156194
45.45,81.82,63.64,18.18,18.18,27.27,81.82,9.09,89.52,9.09,27.27,9.09,3.67,99.0,27.27,11,0.0,9.09,18.18,18.18,9.09,9.09,9.09,5.27,18.18,9.09,0.0,9.09,0.0,9.09,somewhat_funny,1.3095238095238095
28.57,100.0,85.71,28.57,14.29,28.57,100.0,14.29,1.0,14.29,14.29,14.29,7.0,97.09,14.29,7,0.0,14.29,0.0,14.29,14.29,0.0,14.29,1.0,14.29,14.29,28.57,0.0,0.0,14.29,somewhat_funny,1.3172690763052208
25.0,75.0,75.0,37.5,0.0,37.5,87.5,12.5,62.1,37.5,12.5,12.5,8.0,15.38,37.5,8,25.0,50.0,0.0,0.0,50.0,0.0,0.0,99.0,0.0,12.5,0.0,0.0,25.0,12.5,somewhat_funny,1.3218390804597702
0.0,75.0,75.0,0.0,12.5,12.5,87.5,12.5,62.1,12.5,0.0,0.0,8.0,15.38,25.0,8,12.5,12.5,12.5,12.5,12.5,12.5,0.0,99.0,0.0,0.0,25.0,0.0,12.5,0.0,somewhat_funny,1.318918918918919
40.0,40.0,40.0,0.0,0.0,20.0,60.0,0.0,3.8,20.0,20.0,0.0,5.0,99.0,0.0,5,0.0,20.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,somewhat_funny,1.3211678832116789
33.33,100.0,83.33,16.67,33.33,33.33,100.0,0.0,1.0,33.33,16.67,0.0,6.0,1.0,16.67,6,33.33,33.33,16.67,33.33,16.67,0.0,0.0,99.0,0.0,0.0,16.67,0.0,33.33,0.0,somewhat_funny,1.404040404040404
33.33,83.33,83.33,25.0,8.33,25.0,83.33,8.33,1.0,25.0,8.33,25.0,12.0,39.59,8.33,12,16.67,16.67,8.33,0.0,16.67,8.33,25.0,84.23,0.0,8.33,8.33,0.0,16.67,8.33,somewhat_funny,1.3726937269372694
9.09,81.82,54.55,18.18,18.18,27.27,81.82,18.18,89.52,18.18,0.0,0.0,11.0,99.0,18.18,11,9.09,9.09,9.09,9.09,9.09,9.09,0.0,40.06,9.09,9.09,0.0,9.09,9.09,0.0,somewhat_funny,1.3615384615384616
11.11,88.89,66.67,11.11,22.22,22.22,100.0,22.22,66.04,11.11,0.0,11.11,9.0,1.0,11.11,9,11.11,22.22,0.0,0.0,22.22,11.11,0.0,99.0,11.11,0.0,0.0,33.33,11.11,0.0,somewhat_funny,1.4444444444444444
57.14,85.71,71.43,42.86,0.0,42.86,85.71,0.0,1.0,42.86,14.29,28.57,7.0,99.0,0.0,7,14.29,14.29,0.0,14.29,14.29,0.0,28.57,1.0,0.0,28.57,0.0,0.0,14.29,14.29,somewhat_funny,1.3085106382978724
22.22,77.78,66.67,33.33,0.0,11.11,77.78,22.22,10.19,11.11,0.0,22.22,9.0,99.0,0.0,9,0.0,22.22,0.0,11.11,22.22,22.22,0.0,1.0,0.0,11.11,11.11,0.0,0.0,11.11,somewhat_funny,1.314070351758794
0.0,75.0,50.0,25.0,50.0,25.0,100.0,0.0,1.0,0.0,0.0,0.0,4.0,89.39,0.0,4,0.0,25.0,25.0,0.0,0.0,0.0,25.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,somewhat_funny,1.396153846153846
60.0,70.0,60.0,10.0,10.0,20.0,100.0,0.0,39.7,20.0,40.0,0.0,5.0,98.38,20.0,10,10.0,40.0,0.0,10.0,40.0,0.0,0.0,40.06,0.0,10.0,20.0,0.0,10.0,0.0,somewhat_funny,1.3481894150417828
9.09,81.82,63.64,18.18,9.09,9.09,81.82,18.18,1.5,9.09,0.0,9.09,11.0,50.45,0.0,11,9.09,18.18,18.18,9.09,18.18,9.09,9.09,99.0,0.0,0.0,27.27,9.09,9.09,0.0,somewhat_funny,1.352459016393443
57.14,42.86,28.57,28.57,14.29,14.29,57.14,28.57,56.86,0.0,0.0,14.29,7.0,1.0,0.0,7,0.0,14.29,0.0,0.0,14.29,14.29,28.57,40.06,14.29,0.0,0.0,0.0,0.0,14.29,somewhat_funny,1.3333333333333333
17.65,64.71,52.94,29.41,5.88,17.65,82.35,23.53,64.21,11.76,11.76,11.76,8.5,97.97,11.76,17,0.0,11.76,5.88,0.0,5.88,11.76,11.76,1.0,5.88,11.76,0.0,0.0,0.0,5.88,somewhat_funny,1.322463768115942
16.67,83.33,66.67,33.33,33.33,0.0,100.0,33.33,49.68,0.0,0.0,33.33,6.0,1.0,0.0,6,0.0,50.0,0.0,0.0,50.0,16.67,0.0,40.06,0.0,0.0,0.0,33.33,0.0,0.0,somewhat_funny,1.3778801843317972
14.29,71.43,57.14,28.57,14.29,35.71,100.0,0.0,1.0,21.43,0.0,14.29,14.0,97.09,0.0,14,35.71,7.14,14.29,14.29,7.14,0.0,14.29,99.0,14.29,0.0,7.14,0.0,28.57,7.14,somewhat_funny,1.4212328767123288
30.77,69.23,53.85,0.0,15.38,7.69,84.62,7.69,74.95,7.69,0.0,0.0,6.5,81.58,15.38,13,15.38,38.46,7.69,0.0,23.08,7.69,0.0,40.06,0.0,0.0,15.38,0.0,7.69,7.69,somewhat_funny,1.4
11.76,76.47,58.82,29.41,11.76,29.41,94.12,17.65,1.0,17.65,0.0,17.65,17.0,12.44,0.0,17,29.41,5.88,5.88,5.88,5.88,5.88,17.65,99.0,11.76,0.0,5.88,5.88,23.53,0.0,somewhat_funny,1.3486486486486486
17.65,76.47,70.59,17.65,11.76,5.88,76.47,35.29,29.85,5.88,5.88,11.76,17.0,12.44,11.76,17,11.76,29.41,0.0,17.65,17.65,5.88,0.0,12.77,0.0,0.0,5.88,11.76,5.88,5.88,somewhat_funny,1.3886255924170616
25.0,75.0,58.33,16.67,8.33,16.67,91.67,33.33,26.1,0.0,16.67,16.67,6.0,89.39,8.33,12,0.0,8.33,16.67,0.0,8.33,8.33,16.67,40.06,16.67,0.0,8.33,25.0,0.0,8.33,somewhat_funny,1.4448275862068964
30.77,69.23,61.54,23.08,23.08,15.38,100.0,23.08,53.56,15.38,7.69,15.38,13.0,30.98,15.38,13,23.08,23.08,15.38,7.69,23.08,7.69,7.69,99.0,0.0,0.0,0.0,7.69,23.08,15.38,somewhat_funny,1.3854545454545455
11.11,88.89,44.44,22.22,11.11,11.11,100.0,11.11,89.52,11.11,11.11,0.0,9.0,99.0,11.11,9,11.11,11.11,44.44,11.11,0.0,11.11,0.0,40.06,0.0,11.11,11.11,11.11,11.11,0.0,somewhat_funny,1.4570446735395188
50.0,66.67,50.0,16.67,0.0,16.67,66.67,33.33,49.68,0.0,0.0,16.67,6.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0.0,16.67,16.67,40.06,16.67,0.0,0.0,0.0,0.0,0.0,somewhat_funny,1.3516483516483515
40.0,100.0,100.0,40.0,20.0,40.0,100.0,20.0,1.0,20.0,20.0,40.0,5.0,63.35,40.0,5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,20.0,0.0,0.0,0.0,20.0,20.0,somewhat_funny,1.3374233128834356
27.27,72.73,45.45,9.09,9.09,9.09,100.0,18.18,45.12,9.09,9.09,0.0,11.0,99.0,9.09,11,27.27,9.09,18.18,0.0,9.09,0.0,0.0,86.82,0.0,0.0,9.09,9.09,9.09,0.0,somewhat_funny,1.435820895522388
12.5,87.5,62.5,25.0,25.0,25.0,100.0,25.0,1.0,12.5,12.5,0.0,8.0,99.0,12.5,8,0.0,37.5,0.0,0.0,12.5,0.0,0.0,1.0,12.5,12.5,12.5,0.0,0.0,0.0,somewhat_funny,1.4489571899012077
21.43,92.86,64.29,21.43,0.0,21.43,92.86,14.29,76.24,21.43,7.14,14.29,14.0,2.36,21.43,14,14.29,21.43,7.14,14.29,21.43,7.14,0.0,99.0,0.0,7.14,0.0,7.14,14.29,7.14,somewhat_funny,1.449438202247191
30.0,80.0,60.0,25.0,0.0,25.0,95.0,15.0,26.1,15.0,10.0,10.0,5.0,7.03,20.0,20,15.0,15.0,15.0,15.0,15.0,0.0,10.0,99.0,10.0,0.0,5.0,0.0,15.0,5.0,somewhat_funny,1.3070175438596492
14.29,71.43,57.14,14.29,14.29,14.29,100.0,42.86,89.52,14.29,0.0,0.0,7.0,1.0,14.29,7,14.29,0.0,14.29,0.0,0.0,0.0,0.0,97.11,0.0,0.0,0.0,14.29,14.29,0.0,somewhat_funny,1.3518005540166205
30.0,90.0,70.0,30.0,0.0,20.0,90.0,30.0,39.7,20.0,10.0,10.0,10.0,99.0,10.0,10,10.0,20.0,20.0,10.0,10.0,10.0,0.0,40.06,0.0,10.0,0.0,0.0,10.0,10.0,somewhat_funny,1.3388704318936877
33.33,66.67,66.67,16.67,16.67,33.33,83.33,16.67,1.0,33.33,16.67,16.67,6.0,99.0,0.0,6,16.67,16.67,0.0,33.33,0.0,0.0,0.0,1.0,0.0,33.33,0.0,0.0,0.0,0.0,somewhat_funny,1.4548104956268222
50.0,50.0,50.0,0.0,0.0,33.33,83.33,16.67,10.19,33.33,33.33,0.0,3.0,1.0,0.0,6,33.33,16.67,33.33,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,33.33,0.0,somewhat_funny,1.4790528233151183
7.14,78.57,71.43,7.14,14.29,14.29,100.0,28.57,76.24,14.29,7.14,7.14,14.0,24.32,14.29,14,7.14,14.29,7.14,7.14,7.14,14.29,0.0,9.23,0.0,7.14,7.14,0.0,7.14,0.0,somewhat_funny,1.3096234309623431
66.67,66.67,66.67,22.22,22.22,11.11,88.89,11.11,1.78,11.11,11.11,22.22,9.0,99.0,22.22,9,11.11,0.0,11.11,0.0,0.0,11.11,22.22,92.24,0.0,0.0,22.22,0.0,11.11,22.22,somewhat_funny,1.3103448275862069
30.77,84.62,69.23,23.08,30.77,7.69,84.62,38.46,53.56,0.0,30.77,7.69,13.0,99.0,7.69,13,0.0,30.77,15.38,0.0,23.08,7.69,0.0,1.0,7.69,0.0,15.38,7.69,0.0,0.0,somewhat_funny,1.488095238095238
11.11,77.78,66.67,22.22,22.22,11.11,77.78,11.11,1.0,11.11,11.11,11.11,9.0,77.17,0.0,9,11.11,33.33,11.11,22.22,33.33,0.0,11.11,92.24,0.0,0.0,22.22,11.11,11.11,0.0,somewhat_funny,1.3415637860082306
50.0,50.0,50.0,25.0,50.0,25.0,75.0,25.0,26.1,0.0,25.0,25.0,4.0,89.39,0.0,4,0.0,25.0,0.0,0.0,25.0,25.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,25.0,somewhat_funny,1.3898305084745763
50.0,62.5,37.5,12.5,12.5,12.5,87.5,0.0,62.1,12.5,37.5,0.0,4.0,15.38,12.5,8,25.0,0.0,12.5,25.0,0.0,0.0,0.0,99.0,0.0,0.0,12.5,0.0,25.0,0.0,somewhat_funny,1.3155080213903745
6.67,66.67,60.0,20.0,6.67,6.67,73.33,6.67,22.17,6.67,0.0,13.33,15.0,93.95,13.33,15,6.67,20.0,6.67,13.33,20.0,6.67,6.67,40.06,0.0,0.0,20.0,0.0,6.67,0.0,somewhat_funny,1.4988558352402743
8.33,83.33,41.67,41.67,0.0,8.33,100.0,16.67,97.04,0.0,8.33,8.33,12.0,99.0,8.33,12,8.33,25.0,25.0,33.33,25.0,16.67,8.33,84.23,8.33,0.0,0.0,8.33,8.33,0.0,somewhat_funny,1.4982078853046594
40.0,100.0,80.0,50.0,10.0,30.0,100.0,0.0,3.8,20.0,0.0,40.0,5.0,7.03,40.0,10,20.0,0.0,10.0,0.0,0.0,0.0,20.0,99.0,10.0,0.0,10.0,10.0,20.0,20.0,somewhat_funny,1.3289473684210529
75.0,75.0,50.0,25.0,25.0,25.0,75.0,25.0,26.1,25.0,25.0,25.0,4.0,99.0,0.0,4,0.0,25.0,0.0,0.0,25.0,25.0,25.0,1.0,0.0,25.0,0.0,25.0,0.0,25.0,somewhat_funny,1.318840579710145
33.33,91.67,66.67,33.33,0.0,33.33,91.67,8.33,1.0,33.33,16.67,16.67,6.0,99.0,8.33,12,16.67,0.0,25.0,8.33,0.0,8.33,0.0,84.23,0.0,16.67,8.33,8.33,16.67,16.67,somewhat_funny,1.3093525179856116
100.0,50.0,50.0,16.67,16.67,16.67,83.33,33.33,49.68,0.0,66.67,16.67,6.0,1.0,0.0,6,16.67,0.0,0.0,0.0,0.0,16.67,16.67,98.75,16.67,0.0,0.0,0.0,16.67,0.0,somewhat_funny,1.3475609756097562
44.44,77.78,77.78,22.22,22.22,11.11,100.0,22.22,10.19,11.11,33.33,22.22,9.0,1.0,11.11,9,0.0,22.22,11.11,11.11,11.11,11.11,0.0,1.0,0.0,11.11,0.0,11.11,0.0,11.11,somewhat_funny,1.3792613636363635
40.0,80.0,40.0,20.0,0.0,20.0,80.0,0.0,89.52,20.0,20.0,0.0,5.0,99.0,20.0,5,20.0,0.0,20.0,40.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,20.0,20.0,0.0,somewhat_funny,1.3514285714285714
35.71,67.86,57.14,21.43,17.86,10.71,89.29,10.71,76.24,10.71,10.71,7.14,14.0,97.09,17.86,28,10.71,21.43,7.14,7.14,14.29,7.14,0.0,21.49,0.0,7.14,10.71,3.57,7.14,0.0,somewhat_funny,1.369727047146402
0.0,85.71,57.14,42.86,14.29,28.57,85.71,14.29,2.35,28.57,0.0,14.29,7.0,97.09,0.0,7,14.29,42.86,14.29,14.29,42.86,0.0,0.0,40.06,0.0,14.29,0.0,14.29,14.29,0.0,somewhat_funny,1.3136363636363635
16.67,83.33,33.33,0.0,16.67,0.0,83.33,16.67,99.0,0.0,16.67,0.0,6.0,99.0,16.67,6,0.0,0.0,16.67,0.0,0.0,0.0,0.0,40.06,0.0,0.0,0.0,33.33,0.0,0.0,somewhat_funny,1.3311897106109325
14.29,71.43,64.29,28.57,21.43,14.29,100.0,14.29,18.12,14.29,7.14,21.43,7.0,24.32,7.14,14,21.43,7.14,7.14,14.29,7.14,14.29,7.14,99.0,0.0,0.0,7.14,0.0,21.43,0.0,somewhat_funny,1.3652173913043475
25.0,75.0,62.5,25.0,0.0,12.5,100.0,0.0,89.52,12.5,0.0,12.5,8.0,99.0,37.5,8,0.0,12.5,37.5,12.5,12.5,0.0,12.5,1.71,0.0,12.5,12.5,0.0,0.0,12.5,somewhat_funny,1.3333333333333333
36.36,81.82,63.64,27.27,18.18,27.27,90.91,18.18,45.12,9.09,9.09,18.18,11.0,1.0,9.09,11,27.27,0.0,0.0,9.09,0.0,18.18,18.18,99.0,18.18,0.0,0.0,9.09,9.09,18.18,somewhat_funny,1.4017857142857142
12.5,87.5,62.5,37.5,12.5,25.0,100.0,12.5,26.1,25.0,12.5,12.5,8.0,1.0,12.5,8,25.0,37.5,12.5,25.0,37.5,0.0,0.0,99.0,0.0,0.0,0.0,0.0,25.0,0.0,somewhat_funny,1.4038461538461535
50.0,75.0,62.5,25.0,25.0,25.0,100.0,12.5,62.1,12.5,25.0,25.0,4.0,89.39,25.0,8,25.0,0.0,25.0,12.5,0.0,12.5,25.0,99.0,12.5,0.0,0.0,12.5,12.5,25.0,somewhat_funny,1.309045226130653
33.33,66.67,50.0,0.0,0.0,16.67,83.33,16.67,1.0,16.67,16.67,0.0,3.0,99.0,0.0,6,0.0,16.67,0.0,0.0,16.67,0.0,0.0,1.0,0.0,16.67,33.33,16.67,0.0,0.0,somewhat_funny,1.3432203389830508
40.0,60.0,40.0,20.0,20.0,20.0,80.0,0.0,3.8,0.0,20.0,20.0,5.0,63.35,0.0,5,0.0,40.0,0.0,0.0,40.0,0.0,20.0,40.06,20.0,0.0,0.0,20.0,0.0,0.0,somewhat_funny,1.3631284916201116
25.0,75.0,50.0,25.0,12.5,25.0,87.5,12.5,62.1,25.0,12.5,0.0,8.0,1.0,25.0,8,25.0,12.5,12.5,0.0,12.5,0.0,0.0,99.0,0.0,0.0,12.5,0.0,25.0,0.0,somewhat_funny,1.4359861591695502
20.0,80.0,80.0,0.0,20.0,0.0,80.0,60.0,89.52,0.0,0.0,0.0,5.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.06,0.0,0.0,0.0,20.0,0.0,0.0,somewhat_funny,1.5
36.36,72.73,54.55,27.27,9.09,27.27,81.82,9.09,6.68,27.27,0.0,18.18,11.0,1.0,9.09,11,36.36,0.0,0.0,9.09,0.0,9.09,18.18,99.0,0.0,0.0,0.0,9.09,27.27,18.18,somewhat_funny,1.3162393162393162
45.45,72.73,63.64,36.36,0.0,18.18,100.0,18.18,1.5,18.18,9.09,27.27,11.0,99.0,9.09,11,27.27,9.09,18.18,9.09,9.09,18.18,18.18,99.0,0.0,0.0,18.18,9.09,18.18,27.27,somewhat_funny,1.3223684210526316
33.33,88.89,55.56,22.22,11.11,22.22,88.89,11.11,33.38,11.11,11.11,11.11,4.5,1.0,11.11,9,0.0,11.11,0.0,0.0,11.11,0.0,11.11,2.75,11.11,11.11,0.0,11.11,0.0,11.11,somewhat_funny,1.3125
66.67,66.67,66.67,33.33,0.0,66.67,100.0,33.33,1.0,0.0,0.0,33.33,3.0,1.0,0.0,3,0.0,0.0,33.33,0.0,0.0,0.0,33.33,40.06,66.67,0.0,0.0,0.0,0.0,33.33,somewhat_funny,1.3076923076923077
15.38,84.62,76.92,15.38,0.0,23.08,100.0,7.69,4.85,7.69,7.69,15.38,13.0,99.0,23.08,13,15.38,7.69,15.38,23.08,0.0,0.0,7.69,81.78,15.38,0.0,23.08,7.69,7.69,7.69,somewhat_funny,1.3404255319148937
6.67,66.67,60.0,13.33,0.0,6.67,80.0,20.0,98.78,0.0,6.67,6.67,15.0,63.35,33.33,15,0.0,13.33,13.33,0.0,13.33,6.67,6.67,40.06,6.67,0.0,0.0,6.67,0.0,0.0,somewhat_funny,1.3481012658227849
10.0,60.0,50.0,10.0,0.0,10.0,80.0,10.0,69.05,0.0,10.0,10.0,10.0,63.35,10.0,10,0.0,0.0,20.0,10.0,0.0,10.0,10.0,40.06,10.0,0.0,10.0,10.0,0.0,0.0,somewhat_funny,1.366863905325444
25.0,50.0,50.0,0.0,25.0,50.0,100.0,0.0,1.0,50.0,25.0,0.0,4.0,99.0,0.0,4,0.0,25.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,somewhat_funny,1.3495145631067962
22.22,77.78,66.67,11.11,11.11,22.22,100.0,11.11,1.0,22.22,11.11,11.11,9.0,99.0,11.11,9,0.0,0.0,11.11,11.11,0.0,0.0,11.11,1.0,0.0,22.22,22.22,22.22,0.0,11.11,somewhat_funny,1.4514285714285715
11.11,88.89,77.78,11.11,22.22,11.11,100.0,22.22,89.52,11.11,11.11,11.11,9.0,10.18,22.22,9,22.22,22.22,11.11,0.0,22.22,11.11,11.11,99.0,0.0,0.0,11.11,11.11,11.11,0.0,somewhat_funny,1.360248447204969
14.29,85.71,71.43,28.57,28.57,0.0,85.71,28.57,89.52,0.0,14.29,28.57,7.0,1.0,14.29,7,0.0,28.57,0.0,0.0,28.57,14.29,0.0,40.06,0.0,0.0,0.0,0.0,0.0,0.0,somewhat_funny,1.4253968253968254
15.0,60.0,40.0,15.0,10.0,15.0,95.0,10.0,69.05,15.0,5.0,5.0,6.67,89.39,10.0,20,10.0,10.0,10.0,5.0,10.0,5.0,5.0,1.0,0.0,15.0,0.0,5.0,0.0,0.0,somewhat_funny,1.3381294964028776
50.0,80.0,60.0,30.0,0.0,20.0,80.0,20.0,1.0,10.0,10.0,20.0,10.0,7.03,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,20.0,40.06,10.0,0.0,0.0,10.0,10.0,20.0,somewhat_funny,1.3568627450980393
50.0,50.0,50.0,0.0,0.0,50.0,100.0,0.0,1.0,50.0,50.0,0.0,2.0,99.0,0.0,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,somewhat_funny,1.3128205128205128
14.29,85.71,71.43,28.57,14.29,14.29,85.71,14.29,2.35,0.0,14.29,14.29,7.0,99.0,14.29,7,0.0,14.29,28.57,14.29,14.29,0.0,28.57,40.06,14.29,0.0,28.57,0.0,0.0,0.0,somewhat_funny,1.3255813953488371
20.0,60.0,40.0,0.0,20.0,0.0,100.0,20.0,99.0,0.0,20.0,0.0,5.0,63.35,20.0,5,0.0,0.0,20.0,40.0,0.0,0.0,0.0,40.06,0.0,0.0,0.0,40.0,0.0,0.0,somewhat_funny,1.345549738219895
25.0,50.0,50.0,0.0,50.0,25.0,75.0,25.0,89.52,25.0,0.0,0.0,4.0,1.0,25.0,4,25.0,50.0,0.0,0.0,50.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,25.0,0.0,somewhat_funny,1.4011627906976745
25.0,75.0,50.0,25.0,0.0,50.0,75.0,25.0,1.0,25.0,0.0,0.0,4.0,1.0,0.0,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,25.0,0.0,0.0,0.0,25.0,0.0,somewhat_funny,1.3859649122807018
10.0,70.0,60.0,10.0,20.0,20.0,70.0,20.0,39.7,20.0,10.0,0.0,10.0,63.35,10.0,10,0.0,30.0,0.0,10.0,20.0,10.0,0.0,1.0,0.0,20.0,10.0,0.0,0.0,0.0,somewhat_funny,1.311926605504587
10.0,70.0,70.0,20.0,10.0,10.0,90.0,30.0,89.52,10.0,10.0,20.0,10.0,1.0,20.0,10,20.0,0.0,10.0,10.0,0.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,20.0,0.0,somewhat_funny,1.4885159010600706
14.29,57.14,42.86,28.57,28.57,28.57,85.71,0.0,2.35,28.57,14.29,14.29,7.0,99.0,0.0,7,0.0,28.57,14.29,28.57,28.57,0.0,14.29,1.0,0.0,28.57,0.0,0.0,0.0,0.0,somewhat_funny,1.317919075144509
11.11,55.56,55.56,0.0,11.11,11.11,88.89,22.22,99.0,11.11,11.11,0.0,9.0,10.18,22.22,9,0.0,11.11,11.11,0.0,11.11,22.22,0.0,2.75,0.0,11.11,0.0,0.0,0.0,0.0,somewhat_funny,1.3130841121495327
15.38,76.92,69.23,15.38,23.08,15.38,92.31,23.08,14.06,7.69,7.69,15.38,13.0,1.0,7.69,13,7.69,15.38,0.0,7.69,15.38,15.38,15.38,98.04,7.69,0.0,15.38,7.69,7.69,0.0,somewhat_funny,1.3166666666666669
42.86,78.57,50.0,35.71,14.29,35.71,100.0,7.14,1.0,21.43,14.29,21.43,7.0,2.36,7.14,14,50.0,0.0,7.14,7.14,0.0,0.0,7.14,99.0,14.29,0.0,0.0,14.29,28.57,14.29,somewhat_funny,1.3020134228187918
44.44,77.78,66.67,33.33,11.11,33.33,77.78,22.22,1.0,22.22,0.0,22.22,9.0,99.0,0.0,9,22.22,22.22,11.11,11.11,22.22,0.0,22.22,1.0,11.11,11.11,11.11,0.0,11.11,22.22,somewhat_funny,1.3566084788029926
4.76,66.67,47.62,9.52,4.76,14.29,80.95,28.57,81.45,0.0,4.76,0.0,21.0,84.92,4.76,21,4.76,4.76,23.81,0.0,0.0,19.05,4.76,67.92,14.29,0.0,9.52,9.52,4.76,0.0,somewhat_funny,1.3103448275862069
22.22,77.78,66.67,22.22,0.0,22.22,88.89,0.0,33.38,22.22,11.11,11.11,4.5,99.0,22.22,9,11.11,0.0,11.11,11.11,0.0,0.0,11.11,92.24,0.0,11.11,11.11,0.0,11.11,0.0,somewhat_funny,1.3038674033149171
16.67,77.78,66.67,27.78,16.67,33.33,88.89,11.11,4.55,22.22,11.11,16.67,9.0,39.59,5.56,18,16.67,5.56,0.0,5.56,5.56,11.11,5.56,72.07,11.11,11.11,0.0,0.0,11.11,5.56,somewhat_funny,1.4414519906323184
11.11,100.0,88.89,33.33,11.11,11.11,100.0,22.22,1.0,11.11,0.0,22.22,9.0,1.0,11.11,9,11.11,0.0,11.11,0.0,0.0,0.0,22.22,92.24,0.0,0.0,22.22,22.22,11.11,11.11,somewhat_funny,1.450199203187251
20.0,73.33,40.0,20.0,20.0,20.0,73.33,13.33,59.67,13.33,13.33,0.0,7.5,19.26,6.67,15,0.0,6.67,0.0,6.67,6.67,6.67,13.33,1.24,6.67,13.33,6.67,6.67,0.0,0.0,somewhat_funny,1.4027237354085602
11.11,77.78,55.56,33.33,0.0,22.22,88.89,22.22,10.19,11.11,0.0,22.22,9.0,77.17,0.0,9,11.11,11.11,0.0,11.11,11.11,11.11,11.11,92.24,11.11,0.0,0.0,11.11,11.11,0.0,somewhat_funny,1.3333333333333333
11.11,77.78,61.11,16.67,0.0,27.78,88.89,22.22,33.38,22.22,5.56,0.0,9.0,77.17,11.11,18,16.67,11.11,11.11,11.11,5.56,11.11,5.56,92.24,5.56,11.11,11.11,0.0,16.67,0.0,somewhat_funny,1.4834710743801651
44.44,77.78,66.67,33.33,0.0,22.22,100.0,11.11,10.19,22.22,11.11,22.22,9.0,1.0,22.22,9,44.44,0.0,0.0,11.11,0.0,0.0,11.11,99.0,0.0,0.0,0.0,11.11,22.22,11.11,somewhat_funny,1.304
